date,bidopen,bidclose,bidhigh,bidlow,tickqty,bidclose_15_1,bidclose_15_2,bidclose_15_3,bidclose_15_4,bidclose_15_5,bidclose_15_6,bidclose_15_7,bidclose_15_8,bidclose_15_9,bidclose_15_10,bidclose_15_11,bidclose_15_12,bidclose_15_13,bidclose_15_14,bidclose_15_15,bidclose_15_16,bidclose_15_17,bidclose_15_18,bidclose_15_19,bidclose_15_20,bidclose_15_21,bidclose_15_22,bidclose_15_23,bidclose_15_24
2018-09-13 05:00:00,1.16224,1.16199,1.16284,1.16177,4871,1.15634,1.15925,1.15939,1.15958,1.1604,1.15937,1.15846,1.15864,1.15822,1.15798,1.158,1.15848,1.15793,1.15741,1.1579,1.15649,1.15545,1.15442,1.15606,1.15584,1.15601,1.15562,1.15646,1.15688
2018-09-13 06:00:00,1.16199,1.16238,1.16318,1.16156,11869,1.15548,1.15634,1.15925,1.15939,1.15958,1.1604,1.15937,1.15846,1.15864,1.15822,1.15798,1.158,1.15848,1.15793,1.15741,1.1579,1.15649,1.15545,1.15442,1.15606,1.15584,1.15601,1.15562,1.15646
2018-09-13 07:00:00,1.16238,1.1615,1.16288,1.16146,16141,1.15677,1.15548,1.15634,1.15925,1.15939,1.15958,1.1604,1.15937,1.15846,1.15864,1.15822,1.15798,1.158,1.15848,1.15793,1.15741,1.1579,1.15649,1.15545,1.15442,1.15606,1.15584,1.15601,1.15562
2018-09-13 08:00:00,1.1615,1.16139,1.16246,1.16139,13408,1.15743,1.15677,1.15548,1.15634,1.15925,1.15939,1.15958,1.1604,1.15937,1.15846,1.15864,1.15822,1.15798,1.158,1.15848,1.15793,1.15741,1.1579,1.15649,1.15545,1.15442,1.15606,1.15584,1.15601
2018-09-13 09:00:00,1.16139,1.16166,1.16194,1.16084,15205,1.15939,1.15743,1.15677,1.15548,1.15634,1.15925,1.15939,1.15958,1.1604,1.15937,1.15846,1.15864,1.15822,1.15798,1.158,1.15848,1.15793,1.15741,1.1579,1.15649,1.15545,1.15442,1.15606,1.15584
2018-09-13 10:00:00,1.16166,1.16191,1.16246,1.16144,10472,1.15786,1.15939,1.15743,1.15677,1.15548,1.15634,1.15925,1.15939,1.15958,1.1604,1.15937,1.15846,1.15864,1.15822,1.15798,1.158,1.15848,1.15793,1.15741,1.1579,1.15649,1.15545,1.15442,1.15606
2018-09-13 11:00:00,1.16191,1.16211,1.16337,1.16168,22054,1.1584,1.15786,1.15939,1.15743,1.15677,1.15548,1.15634,1.15925,1.15939,1.15958,1.1604,1.15937,1.15846,1.15864,1.15822,1.15798,1.158,1.15848,1.15793,1.15741,1.1579,1.15649,1.15545,1.15442
2018-09-13 12:00:00,1.16211,1.16784,1.16807,1.16135,50866,1.16263,1.1584,1.15786,1.15939,1.15743,1.15677,1.15548,1.15634,1.15925,1.15939,1.15958,1.1604,1.15937,1.15846,1.15864,1.15822,1.15798,1.158,1.15848,1.15793,1.15741,1.1579,1.15649,1.15545
2018-09-13 13:00:00,1.16784,1.16913,1.17003,1.16726,40139,1.16245,1.16263,1.1584,1.15786,1.15939,1.15743,1.15677,1.15548,1.15634,1.15925,1.15939,1.15958,1.1604,1.15937,1.15846,1.15864,1.15822,1.15798,1.158,1.15848,1.15793,1.15741,1.1579,1.15649
2018-09-13 14:00:00,1.16913,1.1675,1.16953,1.16675,37588,1.16178,1.16245,1.16263,1.1584,1.15786,1.15939,1.15743,1.15677,1.15548,1.15634,1.15925,1.15939,1.15958,1.1604,1.15937,1.15846,1.15864,1.15822,1.15798,1.158,1.15848,1.15793,1.15741,1.1579
2018-09-13 15:00:00,1.1675,1.16708,1.1685,1.16701,17309,1.16205,1.16178,1.16245,1.16263,1.1584,1.15786,1.15939,1.15743,1.15677,1.15548,1.15634,1.15925,1.15939,1.15958,1.1604,1.15937,1.15846,1.15864,1.15822,1.15798,1.158,1.15848,1.15793,1.15741
2018-09-13 16:00:00,1.16708,1.16777,1.16813,1.16688,10622,1.1621,1.16205,1.16178,1.16245,1.16263,1.1584,1.15786,1.15939,1.15743,1.15677,1.15548,1.15634,1.15925,1.15939,1.15958,1.1604,1.15937,1.15846,1.15864,1.15822,1.15798,1.158,1.15848,1.15793
2018-09-13 17:00:00,1.16777,1.1683,1.16879,1.16754,11404,1.16233,1.1621,1.16205,1.16178,1.16245,1.16263,1.1584,1.15786,1.15939,1.15743,1.15677,1.15548,1.15634,1.15925,1.15939,1.15958,1.1604,1.15937,1.15846,1.15864,1.15822,1.15798,1.158,1.15848
2018-09-13 18:00:00,1.1683,1.16914,1.16939,1.16821,10881,1.16306,1.16233,1.1621,1.16205,1.16178,1.16245,1.16263,1.1584,1.15786,1.15939,1.15743,1.15677,1.15548,1.15634,1.15925,1.15939,1.15958,1.1604,1.15937,1.15846,1.15864,1.15822,1.15798,1.158
2018-09-13 19:00:00,1.16914,1.16882,1.16934,1.16855,9202,1.16286,1.16306,1.16233,1.1621,1.16205,1.16178,1.16245,1.16263,1.1584,1.15786,1.15939,1.15743,1.15677,1.15548,1.15634,1.15925,1.15939,1.15958,1.1604,1.15937,1.15846,1.15864,1.15822,1.15798
2018-09-13 20:00:00,1.16882,1.16893,1.16912,1.16877,2560,1.16322,1.16286,1.16306,1.16233,1.1621,1.16205,1.16178,1.16245,1.16263,1.1584,1.15786,1.15939,1.15743,1.15677,1.15548,1.15634,1.15925,1.15939,1.15958,1.1604,1.15937,1.15846,1.15864,1.15822
2018-09-13 21:00:00,1.16893,1.16884,1.1691,1.16865,5536,1.16315,1.16322,1.16286,1.16306,1.16233,1.1621,1.16205,1.16178,1.16245,1.16263,1.1584,1.15786,1.15939,1.15743,1.15677,1.15548,1.15634,1.15925,1.15939,1.15958,1.1604,1.15937,1.15846,1.15864
2018-09-13 22:00:00,1.16884,1.16896,1.16938,1.16884,2489,1.16339,1.16315,1.16322,1.16286,1.16306,1.16233,1.1621,1.16205,1.16178,1.16245,1.16263,1.1584,1.15786,1.15939,1.15743,1.15677,1.15548,1.15634,1.15925,1.15939,1.15958,1.1604,1.15937,1.15846
2018-09-13 23:00:00,1.16896,1.16905,1.16957,1.16883,3994,1.16443,1.16339,1.16315,1.16322,1.16286,1.16306,1.16233,1.1621,1.16205,1.16178,1.16245,1.16263,1.1584,1.15786,1.15939,1.15743,1.15677,1.15548,1.15634,1.15925,1.15939,1.15958,1.1604,1.15937
2018-09-14 00:00:00,1.16905,1.16899,1.16941,1.16871,5376,1.16437,1.16443,1.16339,1.16315,1.16322,1.16286,1.16306,1.16233,1.1621,1.16205,1.16178,1.16245,1.16263,1.1584,1.15786,1.15939,1.15743,1.15677,1.15548,1.15634,1.15925,1.15939,1.15958,1.1604
2018-09-14 01:00:00,1.16899,1.16904,1.16925,1.16879,3786,1.16462,1.16437,1.16443,1.16339,1.16315,1.16322,1.16286,1.16306,1.16233,1.1621,1.16205,1.16178,1.16245,1.16263,1.1584,1.15786,1.15939,1.15743,1.15677,1.15548,1.15634,1.15925,1.15939,1.15958
2018-09-14 02:00:00,1.16904,1.16915,1.16956,1.16883,2917,1.16337,1.16462,1.16437,1.16443,1.16339,1.16315,1.16322,1.16286,1.16306,1.16233,1.1621,1.16205,1.16178,1.16245,1.16263,1.1584,1.15786,1.15939,1.15743,1.15677,1.15548,1.15634,1.15925,1.15939
2018-09-14 03:00:00,1.16915,1.16923,1.16969,1.16916,3065,1.16332,1.16337,1.16462,1.16437,1.16443,1.16339,1.16315,1.16322,1.16286,1.16306,1.16233,1.1621,1.16205,1.16178,1.16245,1.16263,1.1584,1.15786,1.15939,1.15743,1.15677,1.15548,1.15634,1.15925
2018-09-14 04:00:00,1.16923,1.1696,1.16962,1.16887,3700,1.16221,1.16332,1.16337,1.16462,1.16437,1.16443,1.16339,1.16315,1.16322,1.16286,1.16306,1.16233,1.1621,1.16205,1.16178,1.16245,1.16263,1.1584,1.15786,1.15939,1.15743,1.15677,1.15548,1.15634
2018-09-14 05:00:00,1.1696,1.16922,1.16979,1.16896,3985,1.16203,1.16221,1.16332,1.16337,1.16462,1.16437,1.16443,1.16339,1.16315,1.16322,1.16286,1.16306,1.16233,1.1621,1.16205,1.16178,1.16245,1.16263,1.1584,1.15786,1.15939,1.15743,1.15677,1.15548
2018-09-14 06:00:00,1.16922,1.1705,1.1709,1.16895,15249,1.16218,1.16203,1.16221,1.16332,1.16337,1.16462,1.16437,1.16443,1.16339,1.16315,1.16322,1.16286,1.16306,1.16233,1.1621,1.16205,1.16178,1.16245,1.16263,1.1584,1.15786,1.15939,1.15743,1.15677
2018-09-14 07:00:00,1.1705,1.17187,1.17205,1.16983,17489,1.16348,1.16218,1.16203,1.16221,1.16332,1.16337,1.16462,1.16437,1.16443,1.16339,1.16315,1.16322,1.16286,1.16306,1.16233,1.1621,1.16205,1.16178,1.16245,1.16263,1.1584,1.15786,1.15939,1.15743
2018-09-14 08:00:00,1.17187,1.17051,1.17209,1.17024,15070,1.16205,1.16348,1.16218,1.16203,1.16221,1.16332,1.16337,1.16462,1.16437,1.16443,1.16339,1.16315,1.16322,1.16286,1.16306,1.16233,1.1621,1.16205,1.16178,1.16245,1.16263,1.1584,1.15786,1.15939
2018-09-14 09:00:00,1.17051,1.16989,1.17081,1.16973,14143,1.16274,1.16205,1.16348,1.16218,1.16203,1.16221,1.16332,1.16337,1.16462,1.16437,1.16443,1.16339,1.16315,1.16322,1.16286,1.16306,1.16233,1.1621,1.16205,1.16178,1.16245,1.16263,1.1584,1.15786
2018-09-14 10:00:00,1.16989,1.17007,1.17029,1.16944,12572,1.16293,1.16274,1.16205,1.16348,1.16218,1.16203,1.16221,1.16332,1.16337,1.16462,1.16437,1.16443,1.16339,1.16315,1.16322,1.16286,1.16306,1.16233,1.1621,1.16205,1.16178,1.16245,1.16263,1.1584
2018-09-14 11:00:00,1.17007,1.16861,1.17023,1.16854,15625,1.16408,1.16293,1.16274,1.16205,1.16348,1.16218,1.16203,1.16221,1.16332,1.16337,1.16462,1.16437,1.16443,1.16339,1.16315,1.16322,1.16286,1.16306,1.16233,1.1621,1.16205,1.16178,1.16245,1.16263
2018-09-14 12:00:00,1.16861,1.16665,1.17044,1.16644,33426,1.16406,1.16408,1.16293,1.16274,1.16205,1.16348,1.16218,1.16203,1.16221,1.16332,1.16337,1.16462,1.16437,1.16443,1.16339,1.16315,1.16322,1.16286,1.16306,1.16233,1.1621,1.16205,1.16178,1.16245
2018-09-14 13:00:00,1.16665,1.16664,1.16717,1.16594,25458,1.16305,1.16406,1.16408,1.16293,1.16274,1.16205,1.16348,1.16218,1.16203,1.16221,1.16332,1.16337,1.16462,1.16437,1.16443,1.16339,1.16315,1.16322,1.16286,1.16306,1.16233,1.1621,1.16205,1.16178
2018-09-14 14:00:00,1.16664,1.16662,1.16709,1.16542,28839,1.16224,1.16305,1.16406,1.16408,1.16293,1.16274,1.16205,1.16348,1.16218,1.16203,1.16221,1.16332,1.16337,1.16462,1.16437,1.16443,1.16339,1.16315,1.16322,1.16286,1.16306,1.16233,1.1621,1.16205
2018-09-14 15:00:00,1.16662,1.16547,1.16667,1.16535,16965,1.16239,1.16224,1.16305,1.16406,1.16408,1.16293,1.16274,1.16205,1.16348,1.16218,1.16203,1.16221,1.16332,1.16337,1.16462,1.16437,1.16443,1.16339,1.16315,1.16322,1.16286,1.16306,1.16233,1.1621
2018-09-14 16:00:00,1.16547,1.16374,1.16564,1.16253,24122,1.1619,1.16239,1.16224,1.16305,1.16406,1.16408,1.16293,1.16274,1.16205,1.16348,1.16218,1.16203,1.16221,1.16332,1.16337,1.16462,1.16437,1.16443,1.16339,1.16315,1.16322,1.16286,1.16306,1.16233
2018-09-14 17:00:00,1.16374,1.16325,1.16375,1.16244,12082,1.16248,1.1619,1.16239,1.16224,1.16305,1.16406,1.16408,1.16293,1.16274,1.16205,1.16348,1.16218,1.16203,1.16221,1.16332,1.16337,1.16462,1.16437,1.16443,1.16339,1.16315,1.16322,1.16286,1.16306
2018-09-14 18:00:00,1.16325,1.16314,1.1633,1.16227,5948,1.16215,1.16248,1.1619,1.16239,1.16224,1.16305,1.16406,1.16408,1.16293,1.16274,1.16205,1.16348,1.16218,1.16203,1.16221,1.16332,1.16337,1.16462,1.16437,1.16443,1.16339,1.16315,1.16322,1.16286
2018-09-14 19:00:00,1.16314,1.16239,1.16333,1.16199,4374,1.16222,1.16215,1.16248,1.1619,1.16239,1.16224,1.16305,1.16406,1.16408,1.16293,1.16274,1.16205,1.16348,1.16218,1.16203,1.16221,1.16332,1.16337,1.16462,1.16437,1.16443,1.16339,1.16315,1.16322
2018-09-14 20:00:00,1.16239,1.16205,1.16273,1.16202,3300,1.16226,1.16222,1.16215,1.16248,1.1619,1.16239,1.16224,1.16305,1.16406,1.16408,1.16293,1.16274,1.16205,1.16348,1.16218,1.16203,1.16221,1.16332,1.16337,1.16462,1.16437,1.16443,1.16339,1.16315
2018-09-16 19:00:00,1.16205,1.16167,1.16213,1.16145,168,1.16239,1.16226,1.16222,1.16215,1.16248,1.1619,1.16239,1.16224,1.16305,1.16406,1.16408,1.16293,1.16274,1.16205,1.16348,1.16218,1.16203,1.16221,1.16332,1.16337,1.16462,1.16437,1.16443,1.16339
2018-09-16 20:00:00,1.16167,1.16223,1.16253,1.16155,147,1.16193,1.16239,1.16226,1.16222,1.16215,1.16248,1.1619,1.16239,1.16224,1.16305,1.16406,1.16408,1.16293,1.16274,1.16205,1.16348,1.16218,1.16203,1.16221,1.16332,1.16337,1.16462,1.16437,1.16443
2018-09-16 21:00:00,1.16223,1.16257,1.16313,1.16213,773,1.16176,1.16193,1.16239,1.16226,1.16222,1.16215,1.16248,1.1619,1.16239,1.16224,1.16305,1.16406,1.16408,1.16293,1.16274,1.16205,1.16348,1.16218,1.16203,1.16221,1.16332,1.16337,1.16462,1.16437
2018-09-16 22:00:00,1.16257,1.16249,1.16279,1.16226,1833,1.16224,1.16176,1.16193,1.16239,1.16226,1.16222,1.16215,1.16248,1.1619,1.16239,1.16224,1.16305,1.16406,1.16408,1.16293,1.16274,1.16205,1.16348,1.16218,1.16203,1.16221,1.16332,1.16337,1.16462
2018-09-16 23:00:00,1.16249,1.16228,1.16261,1.16212,2295,1.16186,1.16224,1.16176,1.16193,1.16239,1.16226,1.16222,1.16215,1.16248,1.1619,1.16239,1.16224,1.16305,1.16406,1.16408,1.16293,1.16274,1.16205,1.16348,1.16218,1.16203,1.16221,1.16332,1.16337
2018-09-17 00:00:00,1.16228,1.1629,1.16298,1.16218,4193,1.16232,1.16186,1.16224,1.16176,1.16193,1.16239,1.16226,1.16222,1.16215,1.16248,1.1619,1.16239,1.16224,1.16305,1.16406,1.16408,1.16293,1.16274,1.16205,1.16348,1.16218,1.16203,1.16221,1.16332
2018-09-17 01:00:00,1.1629,1.1628,1.16337,1.16277,4358,1.16282,1.16232,1.16186,1.16224,1.16176,1.16193,1.16239,1.16226,1.16222,1.16215,1.16248,1.1619,1.16239,1.16224,1.16305,1.16406,1.16408,1.16293,1.16274,1.16205,1.16348,1.16218,1.16203,1.16221
2018-09-17 02:00:00,1.1628,1.16346,1.16347,1.16248,3743,1.16237,1.16282,1.16232,1.16186,1.16224,1.16176,1.16193,1.16239,1.16226,1.16222,1.16215,1.16248,1.1619,1.16239,1.16224,1.16305,1.16406,1.16408,1.16293,1.16274,1.16205,1.16348,1.16218,1.16203
2018-09-17 03:00:00,1.16346,1.16354,1.1636,1.16303,3026,1.16397,1.16237,1.16282,1.16232,1.16186,1.16224,1.16176,1.16193,1.16239,1.16226,1.16222,1.16215,1.16248,1.1619,1.16239,1.16224,1.16305,1.16406,1.16408,1.16293,1.16274,1.16205,1.16348,1.16218
2018-09-17 04:00:00,1.16354,1.16359,1.16366,1.16308,2675,1.16451,1.16397,1.16237,1.16282,1.16232,1.16186,1.16224,1.16176,1.16193,1.16239,1.16226,1.16222,1.16215,1.16248,1.1619,1.16239,1.16224,1.16305,1.16406,1.16408,1.16293,1.16274,1.16205,1.16348
2018-09-17 05:00:00,1.16359,1.16365,1.16377,1.16303,3595,1.16434,1.16451,1.16397,1.16237,1.16282,1.16232,1.16186,1.16224,1.16176,1.16193,1.16239,1.16226,1.16222,1.16215,1.16248,1.1619,1.16239,1.16224,1.16305,1.16406,1.16408,1.16293,1.16274,1.16205
2018-09-17 06:00:00,1.16365,1.16279,1.16399,1.16247,11458,1.16356,1.16434,1.16451,1.16397,1.16237,1.16282,1.16232,1.16186,1.16224,1.16176,1.16193,1.16239,1.16226,1.16222,1.16215,1.16248,1.1619,1.16239,1.16224,1.16305,1.16406,1.16408,1.16293,1.16274
2018-09-17 07:00:00,1.16279,1.16453,1.16465,1.16172,17037,1.16251,1.16356,1.16434,1.16451,1.16397,1.16237,1.16282,1.16232,1.16186,1.16224,1.16176,1.16193,1.16239,1.16226,1.16222,1.16215,1.16248,1.1619,1.16239,1.16224,1.16305,1.16406,1.16408,1.16293
2018-09-17 08:00:00,1.16453,1.16525,1.166,1.16444,16450,1.1609,1.16251,1.16356,1.16434,1.16451,1.16397,1.16237,1.16282,1.16232,1.16186,1.16224,1.16176,1.16193,1.16239,1.16226,1.16222,1.16215,1.16248,1.1619,1.16239,1.16224,1.16305,1.16406,1.16408
2018-09-17 09:00:00,1.16525,1.16488,1.16559,1.16466,12392,1.15661,1.1609,1.16251,1.16356,1.16434,1.16451,1.16397,1.16237,1.16282,1.16232,1.16186,1.16224,1.16176,1.16193,1.16239,1.16226,1.16222,1.16215,1.16248,1.1619,1.16239,1.16224,1.16305,1.16406
2018-09-17 10:00:00,1.16488,1.16613,1.16638,1.16469,15228,1.15774,1.15661,1.1609,1.16251,1.16356,1.16434,1.16451,1.16397,1.16237,1.16282,1.16232,1.16186,1.16224,1.16176,1.16193,1.16239,1.16226,1.16222,1.16215,1.16248,1.1619,1.16239,1.16224,1.16305
2018-09-17 11:00:00,1.16613,1.16646,1.16659,1.16564,14385,1.15818,1.15774,1.15661,1.1609,1.16251,1.16356,1.16434,1.16451,1.16397,1.16237,1.16282,1.16232,1.16186,1.16224,1.16176,1.16193,1.16239,1.16226,1.16222,1.16215,1.16248,1.1619,1.16239,1.16224
2018-09-17 12:00:00,1.16646,1.16837,1.16857,1.1664,22485,1.15704,1.15818,1.15774,1.15661,1.1609,1.16251,1.16356,1.16434,1.16451,1.16397,1.16237,1.16282,1.16232,1.16186,1.16224,1.16176,1.16193,1.16239,1.16226,1.16222,1.16215,1.16248,1.1619,1.16239
2018-09-17 13:00:00,1.16837,1.1693,1.16943,1.16805,19662,1.15605,1.15704,1.15818,1.15774,1.15661,1.1609,1.16251,1.16356,1.16434,1.16451,1.16397,1.16237,1.16282,1.16232,1.16186,1.16224,1.16176,1.16193,1.16239,1.16226,1.16222,1.16215,1.16248,1.1619
2018-09-17 14:00:00,1.1693,1.16896,1.16943,1.16848,17519,1.15608,1.15605,1.15704,1.15818,1.15774,1.15661,1.1609,1.16251,1.16356,1.16434,1.16451,1.16397,1.16237,1.16282,1.16232,1.16186,1.16224,1.16176,1.16193,1.16239,1.16226,1.16222,1.16215,1.16248
2018-09-17 15:00:00,1.16896,1.16837,1.16926,1.16816,15150,1.15641,1.15608,1.15605,1.15704,1.15818,1.15774,1.15661,1.1609,1.16251,1.16356,1.16434,1.16451,1.16397,1.16237,1.16282,1.16232,1.16186,1.16224,1.16176,1.16193,1.16239,1.16226,1.16222,1.16215
2018-09-17 16:00:00,1.16837,1.16953,1.16972,1.16838,10096,1.15574,1.15641,1.15608,1.15605,1.15704,1.15818,1.15774,1.15661,1.1609,1.16251,1.16356,1.16434,1.16451,1.16397,1.16237,1.16282,1.16232,1.16186,1.16224,1.16176,1.16193,1.16239,1.16226,1.16222
2018-09-17 17:00:00,1.16953,1.16882,1.16975,1.16834,9022,1.15508,1.15574,1.15641,1.15608,1.15605,1.15704,1.15818,1.15774,1.15661,1.1609,1.16251,1.16356,1.16434,1.16451,1.16397,1.16237,1.16282,1.16232,1.16186,1.16224,1.16176,1.16193,1.16239,1.16226
2018-09-17 18:00:00,1.16882,1.16859,1.16893,1.16838,5499,1.15495,1.15508,1.15574,1.15641,1.15608,1.15605,1.15704,1.15818,1.15774,1.15661,1.1609,1.16251,1.16356,1.16434,1.16451,1.16397,1.16237,1.16282,1.16232,1.16186,1.16224,1.16176,1.16193,1.16239
2018-09-17 19:00:00,1.16859,1.16834,1.16864,1.16811,7641,1.15457,1.15495,1.15508,1.15574,1.15641,1.15608,1.15605,1.15704,1.15818,1.15774,1.15661,1.1609,1.16251,1.16356,1.16434,1.16451,1.16397,1.16237,1.16282,1.16232,1.16186,1.16224,1.16176,1.16193
2018-09-17 20:00:00,1.16834,1.16819,1.1686,1.16816,2662,1.15502,1.15457,1.15495,1.15508,1.15574,1.15641,1.15608,1.15605,1.15704,1.15818,1.15774,1.15661,1.1609,1.16251,1.16356,1.16434,1.16451,1.16397,1.16237,1.16282,1.16232,1.16186,1.16224,1.16176
2018-09-17 21:00:00,1.16819,1.16841,1.16867,1.16808,2882,1.15546,1.15502,1.15457,1.15495,1.15508,1.15574,1.15641,1.15608,1.15605,1.15704,1.15818,1.15774,1.15661,1.1609,1.16251,1.16356,1.16434,1.16451,1.16397,1.16237,1.16282,1.16232,1.16186,1.16224
2018-09-17 22:00:00,1.16841,1.167,1.16877,1.16696,7371,1.156,1.15546,1.15502,1.15457,1.15495,1.15508,1.15574,1.15641,1.15608,1.15605,1.15704,1.15818,1.15774,1.15661,1.1609,1.16251,1.16356,1.16434,1.16451,1.16397,1.16237,1.16282,1.16232,1.16186
2018-09-17 23:00:00,1.167,1.1668,1.16731,1.1666,4587,1.15635,1.156,1.15546,1.15502,1.15457,1.15495,1.15508,1.15574,1.15641,1.15608,1.15605,1.15704,1.15818,1.15774,1.15661,1.1609,1.16251,1.16356,1.16434,1.16451,1.16397,1.16237,1.16282,1.16232
2018-09-18 00:00:00,1.1668,1.16734,1.16773,1.16672,6276,1.15503,1.15635,1.156,1.15546,1.15502,1.15457,1.15495,1.15508,1.15574,1.15641,1.15608,1.15605,1.15704,1.15818,1.15774,1.15661,1.1609,1.16251,1.16356,1.16434,1.16451,1.16397,1.16237,1.16282
2018-09-18 01:00:00,1.16734,1.16787,1.16819,1.16711,8729,1.15502,1.15503,1.15635,1.156,1.15546,1.15502,1.15457,1.15495,1.15508,1.15574,1.15641,1.15608,1.15605,1.15704,1.15818,1.15774,1.15661,1.1609,1.16251,1.16356,1.16434,1.16451,1.16397,1.16237
2018-09-18 02:00:00,1.16787,1.16808,1.16838,1.16756,4656,1.15434,1.15502,1.15503,1.15635,1.156,1.15546,1.15502,1.15457,1.15495,1.15508,1.15574,1.15641,1.15608,1.15605,1.15704,1.15818,1.15774,1.15661,1.1609,1.16251,1.16356,1.16434,1.16451,1.16397
2018-09-18 03:00:00,1.16808,1.16946,1.17023,1.16808,13533,1.15465,1.15434,1.15502,1.15503,1.15635,1.156,1.15546,1.15502,1.15457,1.15495,1.15508,1.15574,1.15641,1.15608,1.15605,1.15704,1.15818,1.15774,1.15661,1.1609,1.16251,1.16356,1.16434,1.16451
2018-09-18 04:00:00,1.16946,1.16901,1.17016,1.16888,6482,1.15509,1.15465,1.15434,1.15502,1.15503,1.15635,1.156,1.15546,1.15502,1.15457,1.15495,1.15508,1.15574,1.15641,1.15608,1.15605,1.15704,1.15818,1.15774,1.15661,1.1609,1.16251,1.16356,1.16434
2018-09-18 05:00:00,1.16901,1.16984,1.17011,1.1684,9831,1.15321,1.15509,1.15465,1.15434,1.15502,1.15503,1.15635,1.156,1.15546,1.15502,1.15457,1.15495,1.15508,1.15574,1.15641,1.15608,1.15605,1.15704,1.15818,1.15774,1.15661,1.1609,1.16251,1.16356
2018-09-18 06:00:00,1.16984,1.16992,1.17173,1.1695,24610,1.15655,1.15321,1.15509,1.15465,1.15434,1.15502,1.15503,1.15635,1.156,1.15546,1.15502,1.15457,1.15495,1.15508,1.15574,1.15641,1.15608,1.15605,1.15704,1.15818,1.15774,1.15661,1.1609,1.16251
2018-09-18 07:00:00,1.16992,1.16811,1.16998,1.1672,35793,1.15703,1.15655,1.15321,1.15509,1.15465,1.15434,1.15502,1.15503,1.15635,1.156,1.15546,1.15502,1.15457,1.15495,1.15508,1.15574,1.15641,1.15608,1.15605,1.15704,1.15818,1.15774,1.15661,1.1609
2018-09-18 08:00:00,1.16811,1.16863,1.1689,1.16766,17215,1.15759,1.15703,1.15655,1.15321,1.15509,1.15465,1.15434,1.15502,1.15503,1.15635,1.156,1.15546,1.15502,1.15457,1.15495,1.15508,1.15574,1.15641,1.15608,1.15605,1.15704,1.15818,1.15774,1.15661
2018-09-18 09:00:00,1.16863,1.16767,1.16921,1.16762,14509,1.1576,1.15759,1.15703,1.15655,1.15321,1.15509,1.15465,1.15434,1.15502,1.15503,1.15635,1.156,1.15546,1.15502,1.15457,1.15495,1.15508,1.15574,1.15641,1.15608,1.15605,1.15704,1.15818,1.15774
2018-09-18 10:00:00,1.16767,1.16823,1.16856,1.16715,14891,1.1571,1.1576,1.15759,1.15703,1.15655,1.15321,1.15509,1.15465,1.15434,1.15502,1.15503,1.15635,1.156,1.15546,1.15502,1.15457,1.15495,1.15508,1.15574,1.15641,1.15608,1.15605,1.15704,1.15818
2018-09-18 11:00:00,1.16823,1.17058,1.17071,1.16784,18065,1.16024,1.1571,1.1576,1.15759,1.15703,1.15655,1.15321,1.15509,1.15465,1.15434,1.15502,1.15503,1.15635,1.156,1.15546,1.15502,1.15457,1.15495,1.15508,1.15574,1.15641,1.15608,1.15605,1.15704
2018-09-18 12:00:00,1.17058,1.17056,1.17093,1.16852,27817,1.15992,1.16024,1.1571,1.1576,1.15759,1.15703,1.15655,1.15321,1.15509,1.15465,1.15434,1.15502,1.15503,1.15635,1.156,1.15546,1.15502,1.15457,1.15495,1.15508,1.15574,1.15641,1.15608,1.15605
2018-09-18 13:00:00,1.17056,1.17036,1.17238,1.17028,31680,1.16045,1.15992,1.16024,1.1571,1.1576,1.15759,1.15703,1.15655,1.15321,1.15509,1.15465,1.15434,1.15502,1.15503,1.15635,1.156,1.15546,1.15502,1.15457,1.15495,1.15508,1.15574,1.15641,1.15608
2018-09-18 14:00:00,1.17036,1.1699,1.17067,1.16873,30205,1.1603,1.16045,1.15992,1.16024,1.1571,1.1576,1.15759,1.15703,1.15655,1.15321,1.15509,1.15465,1.15434,1.15502,1.15503,1.15635,1.156,1.15546,1.15502,1.15457,1.15495,1.15508,1.15574,1.15641
2018-09-18 15:00:00,1.1699,1.16926,1.17017,1.16815,16646,1.16007,1.1603,1.16045,1.15992,1.16024,1.1571,1.1576,1.15759,1.15703,1.15655,1.15321,1.15509,1.15465,1.15434,1.15502,1.15503,1.15635,1.156,1.15546,1.15502,1.15457,1.15495,1.15508,1.15574
2018-09-18 16:00:00,1.16926,1.16587,1.16946,1.16542,19940,1.15963,1.16007,1.1603,1.16045,1.15992,1.16024,1.1571,1.1576,1.15759,1.15703,1.15655,1.15321,1.15509,1.15465,1.15434,1.15502,1.15503,1.15635,1.156,1.15546,1.15502,1.15457,1.15495,1.15508
2018-09-18 17:00:00,1.16587,1.16651,1.16661,1.16514,12281,1.15962,1.15963,1.16007,1.1603,1.16045,1.15992,1.16024,1.1571,1.1576,1.15759,1.15703,1.15655,1.15321,1.15509,1.15465,1.15434,1.15502,1.15503,1.15635,1.156,1.15546,1.15502,1.15457,1.15495
2018-09-18 18:00:00,1.16651,1.1666,1.16716,1.16634,7684,1.15958,1.15962,1.15963,1.16007,1.1603,1.16045,1.15992,1.16024,1.1571,1.1576,1.15759,1.15703,1.15655,1.15321,1.15509,1.15465,1.15434,1.15502,1.15503,1.15635,1.156,1.15546,1.15502,1.15457
